,blueWins
173893,1
173894,0
173895,1
173896,0
173897,1
173898,0
173899,1
173900,0
173901,1
173902,1
173903,0
173904,0
173905,1
173906,0
173907,1
173908,0
173909,1
173910,1
173911,1
173912,0
173913,0
173914,1
173915,0
173916,1
173917,0
173918,0
173919,0
173920,0
173921,1
173922,0
173923,0
173924,1
173925,1
173926,0
173927,0
173928,1
173929,1
173930,0
173931,1
173932,1
173933,0
173934,1
173935,1
173936,1
173937,0
173938,1
173939,0
173940,1
173941,1
173942,0
173943,0
173944,1
173945,0
173946,1
173947,1
173948,0
173949,1
173950,0
173951,0
173952,0
173953,0
173954,0
173955,1
173956,1
173957,1
173958,0
173959,0
173960,1
173961,1
173962,1
173963,1
173964,1
173965,0
173966,1
173967,0
173968,1
173969,0
173970,0
173971,1
173972,0
173973,1
173974,0
173975,1
173976,0
173977,0
173978,1
173979,1
173980,1
173981,1
173982,1
173983,0
173984,0
173985,1
173986,1
173987,0
173988,1
173989,1
173990,0
173991,1
173992,0
173993,0
173994,1
173995,1
173996,1
173997,1
173998,1
173999,1
174000,0
174001,0
174002,1
174003,1
174004,0
174005,1
174006,0
174007,0
174008,0
174009,1
174010,1
174011,1
174012,0
174013,1
174014,1
174015,1
174016,0
174017,1
174018,1
174019,0
174020,0
174021,0
174022,1
174023,0
174024,1
174025,1
174026,0
174027,0
174028,0
174029,0
174030,0
174031,0
174032,1
174033,1
174034,0
174035,1
174036,1
174037,0
174038,1
174039,1
174040,0
174041,1
174042,1
174043,0
174044,1
174045,0
174046,0
174047,1
174048,0
174049,0
174050,1
174051,0
174052,1
174053,0
174054,1
174055,0
174056,0
174057,1
174058,0
174059,0
174060,0
174061,1
174062,1
174063,0
174064,1
174065,0
174066,1
174067,1
174068,0
174069,1
174070,1
174071,1
174072,1
174073,0
174074,1
174075,1
174076,0
174077,0
174078,1
174079,0
174080,1
174081,0
174082,0
174083,0
174084,0
174085,0
174086,0
174087,1
174088,1
174089,1
174090,0
174091,1
174092,0
174093,0
174094,1
174095,1
174096,1
174097,0
174098,0
174099,1
174100,1
174101,1
174102,1
174103,1
174104,0
174105,1
174106,1
174107,0
174108,1
174109,0
174110,1
174111,0
174112,0
174113,1
174114,0
174115,0
174116,0
174117,1
174118,0
174119,1
174120,1
174121,0
174122,0
174123,0
174124,0
174125,1
174126,1
174127,1
174128,1
174129,1
174130,1
174131,0
174132,0
174133,1
174134,1
174135,0
174136,0
174137,0
174138,0
174139,1
174140,1
174141,0
174142,0
174143,0
174144,1
174145,1
174146,1
174147,1
174148,0
174149,1
174150,1
174151,0
174152,1
174153,1
174154,0
174155,1
174156,0
174157,1
174158,0
174159,1
174160,1
174161,1
174162,1
174163,1
174164,1
174165,0
174166,0
174167,0
174168,0
174169,1
174170,0
174171,0
174172,1
174173,1
174174,0
174175,1
174176,1
174177,1
174178,0
174179,1
174180,0
174181,0
174182,1
174183,0
174184,0
174185,0
174186,0
174187,0
174188,0
174189,0
174190,0
174191,0
174192,0
174193,0
174194,1
174195,1
174196,1
174197,0
174198,0
174199,0
174200,1
174201,0
174202,0
174203,1
174204,0
174205,0
174206,1
174207,0
174208,1
174209,0
174210,1
174211,1
174212,0
174213,1
174214,0
174215,0
174216,1
174217,1
174218,0
174219,1
174220,0
174221,0
174222,0
174223,0
174224,0
174225,0
174226,1
174227,1
174228,0
174229,0
174230,1
174231,1
174232,0
174233,1
174234,1
174235,0
174236,1
174237,0
174238,0
174239,0
174240,1
174241,1
174242,1
174243,0
174244,1
174245,0
174246,0
174247,1
174248,0
174249,1
174250,0
174251,1
174252,1
174253,1
174254,0
174255,0
174256,1
174257,0
174258,1
174259,1
174260,0
174261,0
174262,0
174263,1
174264,1
174265,1
174266,0
174267,1
174268,0
174269,1
174270,0
174271,1
174272,0
174273,1
174274,1
174275,1
174276,1
174277,1
174278,0
174279,1
174280,1
174281,0
174282,0
174283,0
174284,1
174285,1
174286,0
174287,0
174288,1
174289,0
174290,0
174291,1
174292,0
174293,1
174294,1
174295,0
174296,0
174297,0
174298,1
174299,1
174300,0
174301,1
174302,1
174303,0
174304,1
174305,0
174306,1
174307,1
174308,0
174309,0
174310,1
174311,0
174312,0
174313,0
174314,0
174315,0
174316,1
174317,1
174318,1
174319,0
174320,1
174321,1
174322,0
174323,1
174324,0
174325,1
174326,0
174327,1
174328,0
174329,1
174330,1
174331,1
174332,1
174333,0
174334,1
174335,0
174336,0
174337,1
174338,1
174339,1
174340,0
174341,1
174342,1
174343,1
174344,1
174345,1
174346,0
174347,0
174348,0
174349,0
174350,0
174351,0
174352,0
174353,0
174354,1
174355,0
174356,1
174357,0
174358,0
174359,1
174360,0
174361,0
174362,0
174363,0
174364,1
174365,0
174366,0
174367,0
174368,1
174369,1
174370,0
174371,0
174372,1
174373,1
174374,1
174375,0
174376,1
174377,1
174378,1
174379,1
174380,1
174381,1
174382,1
174383,1
174384,0
174385,0
174386,1
174387,1
174388,1
174389,0
174390,0
174391,1
174392,0
174393,1
174394,0
174395,1
174396,0
174397,1
174398,0
174399,0
174400,1
174401,0
174402,0
174403,1
174404,0
174405,1
174406,0
174407,0
174408,0
174409,0
174410,0
174411,1
174412,1
174413,0
174414,0
174415,1
174416,0
174417,0
174418,0
174419,1
174420,1
174421,0
174422,1
174423,1
174424,1
174425,1
174426,0
174427,1
174428,0
174429,1
174430,1
174431,0
174432,1
174433,1
174434,0
174435,0
174436,1
174437,0
174438,1
174439,1
174440,1
174441,0
174442,1
174443,0
174444,1
174445,1
174446,0
174447,1
174448,1
174449,1
174450,0
174451,1
174452,1
174453,1
174454,0
174455,0
174456,1
174457,0
174458,1
174459,0
174460,0
174461,0
174462,0
174463,0
174464,1
174465,0
174466,0
174467,1
174468,0
174469,0
174470,1
174471,1
174472,0
174473,0
174474,0
174475,1
174476,1
174477,0
174478,1
174479,0
174480,0
174481,0
174482,1
174483,1
174484,1
174485,1
174486,0
174487,1
174488,0
174489,1
174490,1
174491,0
174492,1
174493,0
174494,0
174495,1
174496,0
174497,1
174498,1
174499,1
174500,1
174501,1
174502,0
174503,0
174504,1
174505,0
174506,0
174507,1
174508,1
174509,1
174510,1
174511,0
174512,0
174513,0
174514,0
174515,1
174516,0
174517,0
174518,0
174519,1
174520,0
174521,0
174522,0
174523,1
174524,0
174525,1
174526,0
174527,1
174528,0
174529,0
174530,1
174531,1
174532,0
174533,1
174534,0
174535,1
174536,1
174537,1
174538,0
174539,1
174540,0
174541,0
174542,1
174543,1
174544,1
174545,0
174546,1
174547,0
174548,1
174549,1
174550,1
174551,0
174552,1
174553,1
174554,0
174555,1
174556,0
174557,1
174558,0
174559,0
174560,1
174561,0
174562,0
174563,0
174564,0
174565,1
174566,1
174567,1
174568,1
174569,1
174570,0
174571,0
174572,1
174573,1
174574,0
174575,1
174576,1
174577,0
174578,1
174579,0
174580,0
174581,0
174582,0
174583,0
174584,1
174585,0
174586,0
174587,0
174588,1
174589,0
174590,0
174591,1
174592,1
174593,0
174594,1
174595,0
174596,0
174597,1
174598,1
174599,1
174600,1
174601,1
174602,0
174603,1
174604,1
174605,0
174606,0
174607,1
174608,1
174609,1
174610,1
174611,0
174612,1
174613,0
174614,1
174615,1
174616,1
174617,1
174618,0
174619,1
174620,1
174621,0
174622,1
174623,1
174624,0
174625,0
174626,0
174627,0
174628,0
174629,0
174630,1
174631,1
174632,0
174633,0
174634,0
174635,0
174636,1
174637,1
174638,0
174639,0
174640,0
174641,1
174642,1
174643,0
174644,1
174645,1
174646,1
174647,0
174648,1
174649,1
174650,0
174651,1
174652,1
174653,1
174654,1
174655,0
174656,1
174657,0
174658,0
174659,1
174660,1
174661,1
174662,0
174663,0
174664,0
174665,0
174666,0
174667,1
174668,1
174669,0
174670,0
174671,1
174672,1
174673,1
174674,1
174675,0
174676,0
174677,0
174678,0
174679,0
174680,0
174681,1
174682,0
174683,1
174684,1
174685,1
174686,1
174687,0
174688,1
174689,1
174690,0
174691,0
174692,1
174693,1
174694,0
174695,1
174696,1
174697,0
174698,0
174699,0
174700,0
174701,1
174702,0
174703,0
174704,0
174705,0
174706,1
174707,0
174708,0
174709,0
174710,0
174711,0
174712,0
174713,1
174714,1
174715,0
174716,0
174717,0
174718,1
174719,0
174720,0
174721,0
174722,0
174723,1
174724,0
174725,1
174726,0
174727,0
174728,1
174729,1
174730,1
174731,0
174732,1
174733,1
174734,1
174735,1
174736,1
174737,0
174738,1
174739,1
174740,0
174741,1
174742,1
174743,1
174744,0
174745,0
174746,0
174747,1
174748,0
174749,0
174750,0
174751,0
174752,0
174753,0
174754,1
174755,1
174756,1
174757,1
174758,0
174759,1
174760,1
174761,0
174762,0
174763,0
174764,1
174765,0
174766,1
174767,0
174768,1
174769,1
174770,1
174771,0
174772,1
174773,0
174774,0
174775,0
174776,0
174777,1
174778,1
174779,1
174780,0
174781,0
174782,0
174783,1
174784,1
174785,1
174786,1
174787,1
174788,0
174789,1
174790,0
174791,1
174792,0
174793,0
174794,1
174795,0
174796,1
174797,0
174798,1
174799,0
174800,0
174801,1
174802,1
174803,0
174804,0
174805,1
174806,0
174807,0
174808,1
174809,1
174810,1
174811,0
174812,1
174813,1
174814,1
174815,1
174816,0
174817,0
174818,1
174819,0
174820,1
174821,1
174822,0
174823,1
174824,1
174825,0
174826,0
174827,1
174828,0
174829,1
174830,1
174831,0
174832,1
174833,0
174834,0
174835,1
174836,1
174837,1
174838,1
174839,1
174840,0
174841,0
174842,1
174843,1
174844,1
174845,0
174846,1
174847,0
174848,1
174849,0
174850,1
174851,0
174852,1
174853,1
174854,0
174855,0
174856,1
174857,1
174858,1
174859,1
174860,1
174861,1
174862,1
174863,1
174864,0
174865,0
174866,0
174867,0
174868,0
174869,0
174870,1
174871,1
174872,1
174873,0
174874,1
174875,1
174876,1
174877,0
174878,0
174879,1
174880,0
174881,1
174882,0
174883,1
174884,1
174885,0
174886,1
174887,0
174888,0
174889,0
174890,1
174891,1
174892,1
174893,0
174894,0
174895,1
174896,0
174897,1
174898,1
174899,0
174900,1
174901,1
174902,0
174903,0
174904,0
174905,1
174906,1
174907,0
174908,1
174909,0
174910,0
174911,0
174912,1
174913,0
174914,0
174915,0
174916,0
174917,1
174918,1
174919,0
174920,0
174921,1
174922,1
174923,1
174924,0
174925,1
174926,0
174927,0
174928,0
174929,1
174930,1
174931,0
174932,1
174933,1
174934,0
174935,0
174936,1
174937,1
174938,1
174939,1
174940,1
174941,0
174942,0
174943,0
174944,1
174945,0
174946,1
174947,1
174948,1
174949,0
174950,1
174951,0
174952,0
174953,0
174954,0
174955,0
174956,0
174957,0
174958,1
174959,1
174960,0
174961,1
174962,0
174963,0
174964,0
174965,1
174966,0
174967,1
174968,1
174969,0
174970,0
174971,1
174972,1
174973,1
174974,1
174975,1
174976,0
174977,1
174978,1
174979,1
174980,1
174981,0
174982,1
174983,1
174984,1
174985,1
174986,0
174987,0
174988,1
174989,1
174990,0
174991,0
174992,0
174993,0
174994,1
174995,0
174996,1
174997,1
174998,1
174999,1
175000,1
175001,1
175002,1
175003,1
175004,0
175005,0
175006,0
175007,1
175008,1
175009,1
175010,0
175011,0
175012,1
175013,0
175014,0
175015,1
175016,1
175017,1
175018,0
175019,0
175020,0
175021,1
175022,1
175023,1
175024,0
175025,0
175026,1
175027,1
175028,0
175029,0
175030,0
175031,1
175032,0
175033,0
175034,1
175035,1
175036,0
175037,0
175038,1
175039,1
175040,0
175041,1
175042,1
175043,1
175044,0
175045,1
175046,0
175047,1
175048,0
175049,1
175050,0
175051,1
175052,0
175053,0
175054,1
175055,0
175056,1
175057,1
175058,0
175059,1
175060,1
175061,1
175062,1
175063,1
175064,1
175065,1
175066,1
175067,1
175068,0
175069,0
175070,0
175071,0
175072,0
175073,1
175074,1
175075,1
175076,1
175077,0
175078,1
175079,0
175080,0
175081,1
175082,0
175083,1
175084,1
175085,1
175086,1
175087,0
175088,1
175089,1
175090,0
175091,0
175092,1
175093,1
175094,0
175095,1
175096,0
175097,1
175098,1
175099,1
175100,0
175101,0
175102,0
175103,0
175104,0
175105,1
175106,0
175107,0
175108,1
175109,1
175110,0
175111,0
175112,1
175113,1
175114,0
175115,0
175116,0
175117,1
175118,1
175119,0
175120,1
175121,1
175122,1
175123,1
175124,1
175125,0
175126,1
175127,0
175128,1
175129,1
175130,1
175131,0
175132,0
175133,0
175134,1
175135,0
175136,0
175137,0
175138,0
175139,0
175140,1
175141,0
175142,0
175143,0
175144,1
175145,0
175146,1
175147,0
175148,1
175149,0
175150,0
175151,1
175152,1
175153,1
175154,1
175155,0
175156,1
175157,0
175158,0
175159,0
175160,0
175161,1
175162,0
175163,0
175164,0
175165,1
175166,1
175167,0
175168,0
175169,0
175170,1
175171,0
175172,0
175173,0
175174,0
175175,0
175176,1
175177,1
175178,0
175179,1
175180,1
175181,0
175182,0
175183,0
175184,1
175185,1
175186,0
175187,0
175188,1
175189,0
175190,0
175191,1
175192,1
175193,1
175194,0
175195,1
175196,1
175197,0
175198,0
175199,0
175200,0
175201,1
175202,1
175203,0
175204,0
175205,1
175206,0
175207,1
175208,0
175209,0
175210,0
175211,1
175212,1
175213,1
175214,0
175215,1
175216,0
175217,1
175218,1
175219,0
175220,0
175221,0
175222,0
175223,0
175224,0
175225,0
175226,1
175227,1
175228,0
175229,0
175230,0
175231,0
175232,1
175233,0
175234,1
175235,0
175236,1
175237,0
175238,0
175239,1
175240,1
175241,0
175242,0
175243,0
175244,0
175245,1
175246,0
175247,0
175248,0
175249,1
175250,0
175251,0
175252,0
175253,1
175254,1
175255,1
175256,0
175257,1
175258,0
175259,0
175260,0
175261,1
175262,0
175263,1
175264,1
175265,1
175266,1
175267,0
175268,1
175269,0
175270,0
175271,0
175272,0
175273,0
175274,1
175275,0
175276,1
175277,0
175278,1
175279,1
175280,0
175281,0
175282,0
175283,0
175284,0
175285,0
175286,1
175287,1
175288,0
175289,1
175290,0
175291,1
175292,1
175293,1
175294,0
175295,1
175296,1
175297,1
175298,0
175299,0
175300,0
175301,1
175302,0
175303,0
175304,0
175305,0
175306,0
175307,0
175308,1
175309,1
175310,1
175311,0
175312,1
175313,0
175314,1
175315,1
175316,0
175317,1
175318,1
175319,0
175320,1
175321,0
175322,0
175323,0
175324,1
175325,0
175326,0
175327,0
175328,0
175329,0
175330,0
175331,1
175332,1
175333,0
175334,0
175335,1
175336,1
175337,1
175338,0
175339,0
175340,1
175341,0
175342,0
175343,0
175344,1
175345,1
175346,0
175347,0
175348,1
175349,1
175350,0
175351,1
175352,1
175353,1
175354,1
175355,1
175356,1
175357,1
175358,1
175359,0
175360,1
175361,0
175362,1
175363,0
175364,1
175365,0
175366,1
175367,0
175368,1
175369,1
175370,1
175371,1
175372,0
175373,0
175374,0
175375,1
175376,1
175377,1
175378,1
175379,0
175380,1
175381,1
175382,1
175383,1
175384,1
175385,1
175386,1
175387,1
175388,0
175389,0
175390,1
175391,0
175392,1
175393,0
175394,0
175395,1
175396,1
175397,0
175398,1
175399,1
175400,0
175401,0
175402,0
175403,1
175404,1
175405,0
175406,1
175407,0
175408,0
175409,0
175410,0
175411,1
175412,0
175413,1
175414,1
175415,1
175416,1
175417,1
175418,0
175419,0
175420,0
175421,0
175422,1
175423,1
175424,0
175425,1
175426,0
175427,0
175428,1
175429,0
175430,0
175431,0
175432,1
175433,1
175434,1
175435,1
175436,1
175437,0
175438,1
175439,0
175440,1
175441,1
175442,0
175443,0
175444,0
175445,0
175446,0
175447,1
175448,1
175449,0
175450,1
175451,1
175452,1
175453,1
175454,1
175455,0
175456,0
175457,0
175458,0
175459,1
175460,1
175461,1
175462,1
175463,1
175464,1
175465,0
175466,0
175467,1
175468,1
175469,1
175470,0
175471,0
175472,1
175473,1
175474,1
175475,0
175476,1
175477,0
175478,1
175479,0
175480,1
175481,0
175482,0
175483,0
175484,0
175485,1
175486,1
175487,1
175488,0
175489,0
175490,1
175491,1
175492,1
175493,0
175494,1
175495,0
175496,1
175497,1
175498,0
175499,1
175500,1
175501,0
175502,0
175503,0
175504,1
175505,0
175506,1
175507,0
175508,0
175509,1
175510,0
175511,1
175512,1
175513,0
175514,1
175515,1
175516,1
175517,0
175518,0
175519,0
175520,1
175521,1
175522,1
175523,1
175524,0
175525,0
175526,0
175527,1
175528,1
175529,0
175530,1
175531,0
175532,0
175533,0
175534,0
175535,1
175536,0
175537,0
175538,1
175539,1
175540,1
175541,1
175542,1
175543,1
175544,1
175545,0
175546,0
175547,1
175548,1
175549,1
175550,1
175551,0
175552,1
175553,1
175554,0
175555,1
175556,1
175557,1
175558,0
175559,0
175560,0
175561,1
175562,0
175563,1
175564,0
175565,0
175566,0
175567,0
175568,0
175569,1
175570,0
175571,1
175572,1
175573,1
175574,0
175575,0
175576,1
175577,1
175578,1
175579,1
175580,0
175581,1
175582,0
175583,0
175584,1
175585,1
175586,0
175587,0
175588,1
175589,0
175590,0
175591,1
175592,1
175593,0
175594,0
175595,1
175596,0
175597,0
175598,1
175599,1
175600,0
175601,1
175602,1
175603,0
175604,0
175605,1
175606,0
175607,1
175608,1
175609,0
175610,1
175611,1
175612,0
175613,1
175614,1
175615,1
175616,0
175617,1
175618,0
175619,0
175620,1
175621,0
175622,1
175623,0
175624,1
175625,0
175626,0
175627,1
175628,1
175629,0
175630,1
175631,1
175632,0
175633,1
175634,1
175635,1
175636,0
175637,1
175638,0
175639,0
175640,1
175641,1
175642,1
175643,1
175644,1
175645,1
175646,1
175647,1
175648,0
175649,0
175650,0
175651,1
175652,0
175653,1
175654,1
175655,0
175656,0
175657,0
175658,1
175659,0
175660,0
175661,0
175662,0
175663,0
175664,1
175665,0
175666,0
175667,0
175668,0
175669,1
175670,0
175671,1
175672,0
175673,1
175674,0
175675,0
175676,1
175677,0
175678,1
175679,1
175680,1
175681,1
175682,0
175683,1
175684,1
175685,0
175686,1
175687,1
175688,1
175689,1
175690,1
175691,1
175692,0
175693,0
175694,1
175695,1
175696,1
175697,1
175698,1
175699,0
175700,0
175701,0
175702,1
175703,1
175704,0
175705,0
175706,0
175707,1
175708,1
175709,1
175710,0
175711,0
175712,1
175713,1
175714,1
175715,1
175716,1
175717,1
175718,0
175719,1
175720,1
175721,1
175722,1
175723,0
175724,1
175725,0
175726,0
175727,0
175728,0
175729,0
175730,1
175731,1
175732,0
175733,1
175734,1
175735,0
175736,1
175737,1
175738,0
175739,0
175740,0
175741,1
175742,0
175743,1
175744,1
175745,0
175746,0
175747,0
175748,0
175749,0
175750,0
175751,1
175752,0
175753,0
175754,1
175755,1
175756,1
175757,1
175758,1
175759,1
175760,1
175761,0
175762,1
175763,0
175764,0
175765,0
175766,0
175767,1
175768,1
175769,1
175770,0
175771,1
175772,0
175773,0
175774,1
175775,0
175776,1
175777,1
175778,0
175779,1
175780,1
175781,0
175782,1
175783,1
175784,1
175785,1
175786,0
175787,0
175788,0
175789,0
175790,0
175791,0
175792,1
175793,0
175794,0
175795,1
175796,1
175797,0
175798,0
175799,1
175800,1
175801,0
175802,1
175803,0
175804,1
175805,1
175806,0
175807,1
175808,1
175809,1
175810,1
175811,0
175812,0
175813,1
175814,0
175815,1
175816,1
175817,0
175818,0
175819,1
175820,0
175821,0
175822,1
175823,1
175824,1
175825,1
175826,0
175827,0
175828,1
175829,1
175830,0
175831,0
175832,1
175833,0
175834,1
175835,1
175836,1
175837,0
175838,0
175839,1
175840,1
175841,1
175842,0
175843,0
175844,0
175845,1
175846,1
175847,0
175848,0
175849,1
175850,1
175851,0
175852,0
175853,0
175854,1
175855,0
175856,0
175857,1
175858,0
175859,1
175860,0
175861,0
175862,1
175863,1
175864,1
175865,1
175866,1
175867,0
175868,1
175869,0
175870,0
175871,0
175872,1
175873,1
175874,0
175875,1
175876,0
175877,1
175878,1
175879,0
175880,1
175881,1
175882,1
175883,0
175884,0
175885,0
175886,0
175887,1
175888,0
175889,0
175890,0
175891,0
175892,0
175893,1
175894,0
175895,0
175896,1
175897,1
175898,1
175899,0
175900,0
175901,1
175902,0
175903,1
175904,0
175905,0
175906,1
175907,1
175908,0
175909,0
175910,0
175911,1
175912,0
175913,0
175914,0
175915,1
175916,0
175917,1
175918,1
175919,1
175920,1
175921,0
175922,0
175923,0
175924,1
175925,1
175926,1
175927,0
175928,0
175929,0
175930,1
175931,1
175932,0
175933,1
175934,1
175935,1
175936,0
175937,1
175938,1
175939,1
175940,0
175941,0
175942,0
175943,0
175944,0
175945,0
175946,1
175947,1
175948,0
175949,1
175950,0
175951,0
175952,1
175953,1
175954,1
175955,1
175956,1
175957,1
175958,0
175959,0
175960,0
175961,0
175962,1
175963,1
175964,0
175965,0
175966,0
175967,1
175968,0
175969,1
175970,0
175971,1
175972,0
175973,1
175974,1
175975,0
175976,1
175977,1
175978,1
175979,1
175980,1
175981,0
175982,1
175983,1
175984,1
175985,1
175986,0
175987,1
175988,0
175989,0
175990,1
175991,0
175992,0
175993,0
175994,1
175995,1
175996,1
175997,1
175998,1
175999,1
176000,0
176001,0
176002,1
176003,1
176004,0
176005,1
176006,1
176007,1
176008,0
176009,0
176010,0
176011,1
176012,0
176013,1
176014,1
176015,0
176016,1
176017,1
176018,1
176019,0
176020,0
176021,1
176022,1
176023,1
176024,0
176025,1
176026,1
176027,0
176028,0
176029,0
176030,1
176031,0
176032,1
176033,0
176034,1
176035,1
176036,1
176037,1
176038,1
176039,0
176040,1
176041,0
176042,1
176043,0
176044,1
176045,0
176046,1
176047,1
176048,0
176049,0
176050,1
176051,1
176052,0
176053,0
176054,0
176055,1
176056,0
176057,0
176058,0
176059,0
176060,0
176061,1
176062,1
176063,0
176064,1
176065,1
176066,1
176067,0
176068,1
176069,0
176070,1
176071,0
176072,1
176073,1
176074,0
176075,1
176076,1
176077,0
176078,1
176079,0
176080,1
176081,0
176082,1
176083,0
176084,1
176085,0
176086,0
176087,1
176088,0
176089,0
176090,0
176091,0
176092,0
176093,0
176094,1
176095,0
176096,1
176097,0
176098,1
176099,0
176100,1
176101,0
176102,0
176103,0
176104,1
176105,1
176106,1
176107,0
176108,1
176109,0
176110,1
176111,0
176112,1
176113,0
176114,1
176115,1
176116,1
176117,0
176118,1
176119,0
176120,1
176121,1
176122,1
176123,0
176124,0
176125,1
176126,1
176127,1
176128,1
176129,0
176130,1
176131,0
176132,0
176133,0
176134,0
176135,1
176136,1
176137,0
176138,0
176139,0
176140,1
176141,0
176142,0
176143,0
176144,0
176145,0
176146,0
176147,1
176148,0
176149,1
176150,0
176151,0
176152,1
176153,0
176154,0
176155,1
176156,1
176157,0
176158,1
176159,1
176160,0
176161,1
176162,1
176163,0
176164,1
176165,1
176166,0
176167,1
176168,0
176169,0
176170,0
176171,1
176172,1
176173,0
176174,0
176175,0
176176,1
176177,1
176178,0
176179,1
176180,1
176181,1
176182,0
176183,0
176184,0
176185,1
176186,1
176187,1
176188,0
176189,1
176190,1
176191,1
176192,0
176193,1
176194,1
176195,0
176196,1
176197,0
176198,1
176199,0
176200,1
176201,0
176202,0
176203,1
176204,0
176205,1
176206,0
176207,0
176208,0
176209,1
176210,0
176211,1
176212,0
176213,1
176214,0
176215,0
176216,1
176217,0
176218,0
176219,1
176220,1
176221,1
176222,1
176223,1
176224,0
176225,1
176226,0
176227,0
176228,0
176229,1
176230,1
176231,1
176232,1
176233,0
176234,1
176235,1
176236,0
176237,0
176238,0
176239,0
176240,1
176241,0
176242,0
176243,1
176244,0
176245,1
176246,0
176247,0
176248,0
176249,0
176250,0
176251,0
176252,0
176253,1
176254,0
176255,0
176256,0
176257,0
176258,0
176259,0
176260,0
176261,0
176262,1
176263,0
176264,0
176265,1
176266,0
176267,1
176268,1
176269,0
176270,1
176271,1
176272,1
176273,0
176274,0
176275,1
176276,0
176277,1
176278,0
176279,0
176280,1
176281,0
176282,0
176283,0
176284,1
176285,0
176286,0
176287,0
176288,0
176289,0
176290,1
176291,1
176292,1
176293,0
176294,0
176295,1
176296,0
176297,0
176298,1
176299,1
176300,0
176301,1
176302,1
176303,1
176304,0
176305,1
176306,1
176307,1
176308,1
176309,0
176310,0
176311,1
176312,1
176313,0
176314,1
176315,1
176316,0
176317,0
176318,1
176319,1
176320,1
176321,0
176322,1
176323,1
176324,1
176325,1
176326,1
176327,0
176328,0
176329,1
176330,0
176331,1
176332,1
176333,0
176334,0
176335,1
176336,1
176337,0
176338,0
176339,1
176340,0
176341,0
176342,1
176343,1
176344,0
176345,1
176346,0
176347,1
176348,1
176349,0
176350,0
176351,0
176352,0
176353,0
176354,1
176355,0
176356,1
176357,0
176358,0
176359,1
176360,0
176361,1
176362,0
176363,1
176364,1
176365,1
176366,1
176367,0
176368,0
176369,0
176370,1
176371,0
176372,0
176373,1
176374,1
176375,1
176376,0
176377,1
176378,1
176379,0
176380,0
176381,1
176382,0
176383,1
176384,1
176385,0
176386,0
176387,1
176388,1
176389,1
176390,0
176391,0
176392,1
176393,1
176394,0
176395,1
176396,1
176397,1
176398,0
176399,0
176400,0
176401,1
176402,0
176403,0
176404,0
176405,0
176406,0
176407,0
176408,0
176409,1
176410,1
176411,0
176412,1
176413,0
176414,1
176415,0
176416,1
176417,0
176418,1
176419,1
176420,1
176421,1
176422,1
176423,0
176424,1
176425,1
176426,1
176427,1
176428,0
176429,1
176430,0
176431,1
176432,1
176433,0
176434,0
176435,1
176436,1
176437,1
176438,1
176439,1
176440,1
176441,1
176442,1
176443,1
176444,1
176445,1
176446,1
176447,1
176448,0
176449,1
176450,1
176451,0
176452,0
176453,1
176454,1
176455,1
176456,1
176457,0
176458,0
176459,0
176460,1
176461,1
176462,0
176463,0
176464,0
176465,0
176466,1
176467,1
176468,1
176469,0
176470,0
176471,0
176472,0
176473,1
176474,0
176475,1
176476,1
176477,0
176478,0
176479,0
176480,0
176481,1
176482,0
176483,0
176484,0
176485,1
176486,0
176487,1
176488,1
176489,0
176490,1
176491,0
176492,0
176493,1
176494,0
176495,1
176496,1
176497,0
176498,0
176499,1
176500,1
176501,0
176502,0
176503,0
176504,0
176505,0
176506,1
176507,0
176508,1
176509,1
176510,0
176511,1
176512,1
176513,1
176514,1
176515,0
176516,1
176517,0
176518,1
176519,1
176520,1
176521,1
176522,1
176523,0
176524,0
176525,1
176526,1
176527,0
176528,0
176529,1
176530,1
176531,1
176532,0
176533,1
176534,1
176535,0
176536,1
176537,1
176538,1
176539,0
176540,1
176541,1
176542,1
176543,0
176544,0
176545,0
176546,0
176547,0
176548,1
176549,1
176550,1
176551,0
176552,1
176553,0
176554,0
176555,1
176556,1
176557,0
176558,0
176559,0
176560,1
176561,1
176562,1
176563,0
176564,0
176565,1
176566,0
176567,0
176568,0
176569,0
176570,0
176571,1
176572,0
176573,1
176574,1
176575,1
176576,0
176577,1
176578,0
176579,1
176580,0
176581,0
176582,0
176583,0
176584,1
176585,0
176586,1
176587,0
176588,1
176589,1
176590,1
176591,0
176592,1
176593,1
176594,0
176595,0
176596,1
176597,1
176598,0
176599,0
176600,1
176601,0
176602,0
176603,0
176604,0
176605,1
176606,0
176607,0
176608,0
176609,0
176610,1
176611,1
176612,1
176613,0
176614,1
176615,1
176616,0
176617,1
176618,1
176619,0
176620,1
176621,0
176622,0
176623,1
176624,1
176625,0
176626,1
176627,0
176628,1
176629,1
176630,0
176631,0
176632,0
176633,0
176634,1
176635,1
176636,1
176637,0
176638,1
176639,1
176640,1
176641,0
176642,1
176643,0
176644,1
176645,1
176646,0
176647,0
176648,1
176649,0
176650,1
176651,0
176652,0
176653,1
176654,0
176655,1
176656,0
176657,0
176658,0
176659,0
176660,1
176661,1
176662,0
176663,1
176664,1
176665,0
176666,0
176667,1
176668,0
176669,0
176670,1
176671,1
176672,1
176673,1
176674,1
176675,1
176676,0
176677,1
176678,0
176679,0
176680,0
176681,0
176682,1
176683,0
176684,1
176685,1
176686,0
176687,1
176688,1
176689,1
176690,0
